"","EntrezId","Symbol","GeneName","GENE","moduleColor","GS.GDAT_BW","p.GS.GDAT_BW","GS.TG_nmol_gWW","p.GS.TG_nmol_gWW","GS.TG_nmol_gWW.1","p.GS.glucose_norm","MM.blue","p.MM.blue","MM.brown","p.MM.brown","MM.cyan","p.MM.cyan","MM.yellow","p.MM.yellow","MM.tan","p.MM.tan","MM.magenta","p.MM.magenta","MM.green","p.MM.green","MM.red","p.MM.red","MM.greenyellow","p.MM.greenyellow","MM.purple","p.MM.purple","MM.pink","p.MM.pink","MM.salmon","p.MM.salmon","MM.turquoise","p.MM.turquoise","MM.black","p.MM.black"
"ENSMUSG00000108476",NA,NA,NA,"ENSMUSG00000108476","black",-0.0230690951228858,0.892196449709939,0.0418983905531187,0.805513008357632,-0.112053903451488,0.509069338530528,-0.0222534479058215,0.895986923671126,0.0131904589954087,0.93823863927928,0.136857510125065,0.419257434385901,0.260272994712758,0.119757768996829,-0.139178810797505,0.411336378335138,-0.134545091305721,0.42723277515648,0.0501240120959265,0.768289536607066,-0.197589540888827,0.241101037259722,-0.258577479934131,0.122274910934599,0.146334759654878,0.387459182767823,-0.119780065002565,0.48010412483129,0.0114043353244899,0.946588866349608,-0.109048852360681,0.520566827694909,0.677757101389468,4.06249175898797e-06
"ENSMUSG00000097536",NA,NA,NA,"ENSMUSG00000097536","black",0.0370458302552333,0.827677434183687,-0.0787298821205009,0.643236497562954,-0.0402280319083673,0.813126561270372,0.12157285329712,0.473508164757248,0.0813694204180445,0.632110708433366,-0.0907730097149415,0.59313077920124,-0.0231814437048851,0.891674526247543,-0.0331353598919622,0.845635662588765,-0.309738865804931,0.0621007310343019,-0.180058169741585,0.286240386155995,0.339582537168547,0.0397579416108206,0.249605701721638,0.136256386184268,0.301811590548989,0.0694571772323308,0.185701513928401,0.271151800478472,-0.214733979149317,0.201851508427861,-0.123244555139397,0.467400920025016,0.81908140890102,5.77108043686094e-10
"ENSMUSG00000105742",NA,NA,NA,"ENSMUSG00000105742","black",0.0448560995548978,0.792075243391964,-0.127172894595471,0.453215376496243,0.041673343987087,0.806537767536895,0.190993380225727,0.257485277468362,0.0179310526237232,0.916109909911971,-0.132825034783662,0.433219510833484,0.0349436425510005,0.837321298689474,-0.151968046288677,0.369244738358572,-0.390632721763185,0.0168293071834318,-0.0295400563411505,0.862214717539421,0.268975363650435,0.107445349247321,0.15296547907318,0.366073631909112,0.272874220062077,0.102250835422588,0.222821372550146,0.184976670396759,0.0963057656909298,0.57070094327909,-0.255619993569576,0.126759884250998,0.839299045668695,8.60649684493212e-11
"ENSMUSG00000110504",NA,NA,NA,"ENSMUSG00000110504","black",-0.163034048076149,0.334980202116074,-0.0711406878542153,0.675647145516493,-0.198645356033049,0.238545230251996,-0.133972082525336,0.429222018996986,0.126135643697944,0.45693821524424,-0.201428705033093,0.231895466070969,-0.173379251496908,0.304785240777003,0.155856082736954,0.356975827535372,-0.092056729883272,0.587892270845697,0.0926335975178346,0.58554491680783,0.282015706167451,0.090822274365627,-0.00353613883332072,0.98342811761874,0.117662119045866,0.487957685465932,0.0845894806256107,0.618645295289804,-0.0333794825171437,0.844512221843955,-0.230666316598136,0.169585784813236,0.519375864934193,0.000987414694558369
"ENSMUSG00000102602",NA,NA,NA,"ENSMUSG00000102602","black",0.0672494441834626,0.692495631188723,-0.0688391718028196,0.685594208112825,0.208436459088321,0.215714186423476,0.0653587880569631,0.700735320595998,0.105368585599259,0.534819857233016,-0.0655219816374571,0.700022759392412,0.0928073827289822,0.584838577568221,-0.167436536271536,0.321912438656633,-0.334269988597568,0.0431681028697412,-0.147153147936135,0.384781014100862,0.130072056499501,0.442897252797222,-0.0328505461639271,0.846946741213968,0.225277436763324,0.180055602786618,0.145573803832255,0.389959128139114,-0.120491316875755,0.477481596353771,-0.171104158428024,0.311272527822716,0.772737226011859,2.09743785347513e-08
"ENSMUSG00000108551",NA,NA,NA,"ENSMUSG00000108551","black",-0.0450387956529502,0.791247091458838,-0.104277488893095,0.539081351230351,-0.0945687636624331,0.577701035784493,0.0390286949207668,0.818603661005125,0.145318572869354,0.39079972645124,-0.0854048698291594,0.615254674292749,-0.00797484159585792,0.96263692824383,0.0300993481571682,0.859631649397624,-0.16307939821135,0.334843947825525,0.0295355274859979,0.862235639675707,0.151043004848402,0.372200243279804,0.0628421023366968,0.711755631748873,0.336232802398137,0.0418816409902865,0.265993167898357,0.111551631633321,-0.0188721491756042,0.911723803598058,-0.00998970488959444,0.953206370146665,0.823819558557381,3.77585654676144e-10
"ENSMUSG00000116437",NA,NA,NA,"ENSMUSG00000116437","black",0.143821731879092,0.395750693891731,0.00941358866732234,0.955902295184231,-0.10892504590336,0.521043246562053,0.273961172845557,0.100837311287267,-0.0164110240574233,0.923199312804836,0.129358038823419,0.445426449582025,0.228853836549035,0.173057251445943,-0.0987576290593405,0.560886286908018,-0.280583173657614,0.0925451595093592,-0.100834855659067,0.552632944562527,-0.0341495313874513,0.840970484847626,-0.239248350180659,0.153825250513035,0.270797900016095,0.104992824895247,0.158168807273583,0.349795863084726,0.0162993529950011,0.923720382690651,0.0750977222744935,0.658671748675614,0.462902960188859,0.00391441422111334
"ENSMUSG00000056162","338403","Cndp1","carnosine dipeptidase 1 (metallopeptidase M20 family)","ENSMUSG00000056162","black",0.295820134313345,0.0754580897317564,0.187609214938691,0.266171334223352,0.228758818630092,0.173240631338568,0.0967874538138978,0.568766614737096,0.112454427730863,0.507546581974581,0.326115513297658,0.0488586735962326,0.0787055406616042,0.643339459753859,-0.0195377351028336,0.908623295990547,0.0260935055371253,0.878162608637126,0.0649761489302353,0.702407045981453,0.0108588005372743,0.949140431634807,0.14730191444871,0.384295342563785,0.0218522550823185,0.897852184867477,0.156308354049925,0.355564793172046,0.0646019593062514,0.704043188749812,0.157036816185858,0.353299161967121,0.5135468344689,0.00115093998075633
"ENSMUSG00000117513",NA,NA,NA,"ENSMUSG00000117513","black",0.242763205364199,0.147687779017687,0.132575683279281,0.434091224302918,-0.0464346131635527,0.784927421769908,0.106065731720644,0.532105552190619,0.0518871798650238,0.760373686756558,0.217805671568889,0.195320271113758,0.142683828378723,0.399538559511063,-0.207662191205111,0.217462744261554,0.00593939421969885,0.972168904755822,0.0153590760879355,0.928109042490048,-0.0806534703337575,0.635120742523384,0.326020440695327,0.0489284050675804,-0.0806452903855312,0.635155166549142,-0.153258248828821,0.365145932727107,0.123845245567345,0.465216658001343,-0.0431640852281815,0.799755609124211,0.47510811491935,0.00296343871503474
"ENSMUSG00000089842",NA,NA,NA,"ENSMUSG00000089842","black",-0.0330492926923234,0.846031811460464,-0.0724286202432376,0.670104166564422,-0.042323605056056,0.803577649024743,-0.0601647457096656,0.723543013527338,0.0699606274647985,0.680740683570308,-0.173224815583489,0.305222869816201,-0.0869505331660264,0.608848929024898,0.177779331723099,0.29248407278762,-0.123103162751591,0.46791584775455,-0.188112526710041,0.264867435955068,0.165967361558602,0.326237482071589,-0.145148097873893,0.391361768467573,0.308435076573475,0.063266328012001,0.169979272432432,0.314512003288475,-0.314099253450661,0.0583254842400033,0.0541853435219809,0.750091970478696,0.644639613729015,1.66033583918849e-05
"ENSMUSG00000097443",NA,NA,NA,"ENSMUSG00000097443","black",-0.0687731806654749,0.685880199002727,-0.0679093619449838,0.689627752789051,-0.210183095690946,0.211805321623025,-0.0113397461424994,0.946890934830266,0.118311564679561,0.485542452443268,0.1884820810426,0.263912739376392,0.166520957495552,0.324603552265327,-0.0266339047337341,0.875658780012778,-0.0822171776497498,0.628554052509833,-0.192214656709212,0.254397384071142,-0.0507722773626808,0.76537637581453,-0.103585993109842,0.541790522337981,0.341644450650708,0.0384947426991343,0.108211846443844,0.523791879329178,-0.329342723160006,0.046538577274838,0.024882019849489,0.883779980686512,0.521133135102529,0.000942329243598095
"ENSMUSG00000104344",NA,NA,NA,"ENSMUSG00000104344","black",-0.0711667326764662,0.675534886307836,-0.124251171148674,0.463743688920008,0.0239682590598022,0.888020588343419,-0.0556755912142676,0.74344727597152,0.203515860725616,0.226992348349069,-0.299543814594251,0.0716828240282481,-0.284367231032058,0.0880477440718606,0.171794627242186,0.309294561550489,-0.281563060549112,0.0913639771183084,0.0693137197934534,0.683538893560115,0.477686593560129,0.00279059183705984,-0.00170304891906735,0.992018351521785,0.207972044312181,0.216761825404119,0.187182494829175,0.267280115277666,0.0325975875713547,0.848111521536323,-0.256138512574075,0.125964835570738,0.765567264612436,3.39366551621556e-08
"ENSMUSG00000113853",NA,NA,NA,"ENSMUSG00000113853","black",-0.224041421255937,0.182520372277757,-0.197348880233236,0.241686174148852,-0.123094844129414,0.46794615216171,-0.199422813669666,0.236674974286057,0.273668823880278,0.10121602322171,-0.128600178515882,0.44811953588556,-0.242244446779138,0.148582170801929,0.117648850374447,0.488007095052421,0.0234255951732734,0.890540457971297,0.253421493360569,0.130172392593873,0.338288426000637,0.0405677926108313,0.18715389568389,0.267354535162397,0.0802462246311244,0.636835486878135,0.096374704332816,0.570423920774269,0.252235607514546,0.132041192534051,-0.185129506282706,0.272656970287508,0.436619727127704,0.00689685612996338
"ENSMUSG00000107320",NA,NA,NA,"ENSMUSG00000107320","black",-0.267476434855223,0.109494720791586,-0.211671611544106,0.20851297713783,-0.115051709194474,0.497727760726746,-0.180281422141524,0.285633374116467,0.245346884878494,0.14329179274348,-0.356303837390738,0.0304242394534431,-0.228078677965688,0.174557325893878,0.123926356690002,0.464922133982854,-0.11221317155613,0.508463541799332,-0.0673573358274973,0.692026464743161,0.359289040539574,0.0289646199837591,0.044845137290491,0.79212494191394,0.398689987657046,0.0145173221860862,0.286245638424958,0.0858787701291281,-0.167114656791834,0.322856930487569,-0.206853775580857,0.219298794884809,0.775062292605989,1.78771811199809e-08
"ENSMUSG00000097816",NA,NA,NA,"ENSMUSG00000097816","black",-0.165831625867752,0.32663888282534,-0.139619300575307,0.409842931375734,-0.196512737318656,0.243726578323128,-0.111833895009183,0.509906763345535,0.174484546827941,0.301664769549658,0.0350949742654549,0.836626259835944,-0.094413400756417,0.578329024084536,0.135498946276206,0.423932815682064,0.00743355642322415,0.965171315744257,-0.122433856912531,0.470357422811971,0.166159491657885,0.325669834844737,0.0776521869075932,0.647801304520027,0.141952457026769,0.40198412696192,0.123429980404985,0.466726087435846,-0.1575179208726,0.351807649472544,-0.0860814976781273,0.612447012363835,0.514521830840566,0.00112202553573461
"ENSMUSG00000045350","72277","Fam186a","family with sequence similarity 186, member A","ENSMUSG00000045350","black",0.105154796879702,0.535653569404361,-0.0211011149074035,0.901345896532666,-0.347141197469204,0.0352859168941738,0.0912909277032316,0.591014837555384,0.131005800955436,0.439601621359212,0.326126439135595,0.0488506650991596,0.308146903233886,0.0635262749751511,-0.253535062162729,0.129994458458737,-0.0452750981052912,0.7901762789877,-0.010616791953011,0.950272510975379,-0.270850505873848,0.104922671461816,-0.00503176922130881,0.976420605840643,0.180872780272427,0.284029525282645,-0.128564987405732,0.448244803391974,-0.0825349913800694,0.627222822647245,-0.0192600715843737,0.909916580374551,0.607375419042724,6.71050001579279e-05
"ENSMUSG00000105597",NA,NA,NA,"ENSMUSG00000105597","black",0.329968236108974,0.0460993158236329,0.278009690464761,0.0957031469697242,0.0735248439912265,0.665399742077666,0.274652686545194,0.0999458150723895,-0.210898164070712,0.210219255971782,0.29295174280388,0.0784706309060434,0.311739310382355,0.0603454227046489,-0.312223087428274,0.0599268907095947,-0.270239005826922,0.105740347848444,-0.321210988297863,0.0525614689985587,0.0217684762823551,0.898241765160458,0.280359032845743,0.0928169853646237,0.372380616627731,0.0232271387369209,0.400102550144462,0.0141409555112795,-0.18769269233579,0.265954782822131,-0.0971016548307034,0.567506485842744,0.512083625179987,0.00119556820044592
"ENSMUSG00000090105",NA,NA,NA,"ENSMUSG00000090105","black",0.088623625176303,0.601947280299065,0.0320849185450336,0.850473142683988,0.110152445595285,0.516329604599205,0.344865591703443,0.0365867989934094,-0.0269590958209661,0.874152645836237,-0.156167943219792,0.356002498143634,-0.0648589053214995,0.702919551781916,-0.061775552059325,0.716443531663577,-0.566453377959697,0.000257443315597168,-0.196090070486138,0.244762384896079,0.450653826069898,0.00512474201911454,-0.00962599945639141,0.954908265162289,0.345078516542683,0.0364634445475926,0.332920381254512,0.0440710425863799,0.0225113248438823,0.894788269008606,-0.278501505312814,0.0950933392864136,0.636405158646168,2.29670487296155e-05
"ENSMUSG00000113789",NA,NA,NA,"ENSMUSG00000113789","black",-0.100977818591298,0.552067020152141,-0.106056612145059,0.532141015696748,0.118579190987432,0.484548976676526,-0.12131838396748,0.474441485976268,0.134187725548271,0.42847279425029,-0.00738219203574518,0.965411830244831,-0.0540731946499425,0.75059274321756,0.0622729741589934,0.714255885595119,0.245677111777207,0.142736925488673,0.0380796069734206,0.822943952799079,-0.206036124362606,0.221166619296312,-0.366710658552845,0.025584014607589,-0.0455507384630881,0.788927684204999,0.04109688201057,0.809164157400375,-0.158876003613257,0.347617964024149,0.0742149619819958,0.662444547733329,-0.436220125849454,0.00695419001164377
"ENSMUSG00000102982",NA,NA,NA,"ENSMUSG00000102982","black",-0.154562049904403,0.36103165714753,-0.162707339456541,0.335962806093189,-0.187362020566526,0.266813269646387,0.00184737332355472,0.991341973353496,0.148621824112701,0.380002020873594,-0.188181879465569,0.26468809868539,-0.180117001057342,0.286080345959087,0.0981605483954511,0.563269150266995,-0.286999018308174,0.0850205436483876,-0.106781123235519,0.529327165124126,0.425276461290841,0.00869151964138629,0.0387142216617384,0.8200412023209,0.414672220895069,0.0107160232140618,0.22506795683755,0.180471658564019,-0.182720428835409,0.279056070790055,-0.249779747012365,0.135974395809137,0.81302722510096,9.75128368497141e-10
"ENSMUSG00000107215",NA,NA,NA,"ENSMUSG00000107215","black",-0.0637105861578854,0.707945984240729,-0.0403545972697543,0.812549070803128,-0.0699046196267879,0.680982780947811,-0.0154748018868594,0.927568787006794,0.152354844777272,0.368013068258016,0.0113580214086701,0.946805464946983,-0.155956157147978,0.356663316660626,0.215682390529114,0.199818896666597,-0.0481737272153428,0.777072427316692,0.0525100534788923,0.757582938315952,0.294289712850638,0.0770539824168314,0.087420478527591,0.606906962861167,0.104454141285897,0.53839029786731,0.188144727616519,0.264784158613182,0.0639224199628715,0.707017820137921,0.0486307132772189,0.775011951367907,0.508543476549678,0.0013099218717737
"ENSMUSG00000084452",NA,NA,NA,"ENSMUSG00000084452","black",0.146904607215636,0.385593214435973,0.0489688944908198,0.773488121298698,0.00438686152895747,0.979442023666477,0.186730355259863,0.268458254996238,-0.0704440912363028,0.678652191198804,0.0682301633415502,0.688235146078116,0.160425388813497,0.342875351451628,-0.15534429688436,0.358576602233913,-0.39392282264785,0.0158504288256697,-0.230003470597533,0.170849502431295,0.247621753670272,0.139501371812688,0.216547320576166,0.197977702509172,0.314068948522895,0.0583510781806504,0.223961641798555,0.182680280244341,-0.0940806777188397,0.579674946660507,-0.116624591355601,0.491828985431454,0.827762100519233,2.62725279750562e-10
"ENSMUSG00000094410",NA,NA,NA,"ENSMUSG00000094410","black",-0.113554339190197,0.503376616703016,-0.147997132651043,0.382030453091432,-0.0215474646270699,0.899269605098935,-0.0447838806688381,0.792402669799446,0.17856829067736,0.290312617193078,-0.270699893503147,0.105123618088964,-0.02786031032353,0.869980932813836,-0.129796589388757,0.443872082055123,-0.315446336117392,0.0571967879389658,-0.115845029539381,0.494748080432526,0.207050113200402,0.218851903062031,-0.0317215392516404,0.852147835900783,0.365605835822073,0.0260655395201781,0.125845216068096,0.457983536902287,-0.140809883124496,0.405821815791474,-0.354722065647053,0.0312218060557915,0.880993990831469,6.34952544186091e-13
"ENSMUSG00000110397",NA,NA,NA,"ENSMUSG00000110397","black",0.171219013936251,0.310942952552969,0.0212088841771318,0.900844525023022,0.133803745173024,0.429807391881941,0.30137516342074,0.0698812253213996,-0.148445816318069,0.380572893136814,-0.0011115574647687,0.994790436091165,0.105741770598137,0.533366048915165,-0.157777925400315,0.351003177820459,-0.407762240432005,0.0122403891724516,0.186662845739339,0.268634456715736,0.234401437423467,0.162589907846379,0.172963291027086,0.30596486745484,0.0704090547758315,0.67880346448185,0.122699869048741,0.469386226654281,0.250241847571035,0.135227785753065,-0.157819915293156,0.350873362909386,0.640708624315228,1.9407910748093e-05
"ENSMUSG00000117333",NA,NA,NA,"ENSMUSG00000117333","black",-0.215663469441238,0.199859307581989,-0.175064148872981,0.300036596046189,0.0194181849919749,0.909180101083337,-0.244695236667769,0.144391371137492,0.310868128950246,0.0611049513943653,-0.0905922825700445,0.593869916022024,-0.151096649496301,0.372028466738583,0.0947855597542845,0.576825243453191,0.00724324839817623,0.966062450896181,0.167807552595683,0.320825906632206,0.121797857677614,0.47268371778587,-0.0359107585081255,0.832881625608168,0.187916605976421,0.265374494224499,0.0921725718919711,0.587420559901043,0.00612780984969442,0.971286376875484,-0.170390495668213,0.313325302692687,0.634097781099967,2.51106112107923e-05
"ENSMUSG00000079065","100042165","BC005561","cDNA sequence BC005561","ENSMUSG00000079065","black",-0.108083807299243,0.524286087169102,-0.283123013683477,0.0895075192051725,-0.0679266095430365,0.689552854913798,-0.0902850853726248,0.595127213156649,0.402904865264536,0.0134186242826914,-0.224353712250461,0.181895378611587,-0.18968330648722,0.260825222005803,-0.0183038644501583,0.914372071164362,-0.168926352160223,0.31756336416557,-0.0177308141693057,0.917043467625031,0.321726632681648,0.052161925343923,0.253117651774703,0.130649325576128,0.118199900547141,0.485957280795049,0.0424697320107105,0.802912818941268,-0.24416397992848,0.145292369345168,-0.239192913790649,0.153923513240061,0.885169231090586,3.51755511429903e-13
"ENSMUSG00000106904",NA,NA,NA,"ENSMUSG00000106904","black",-0.0332186228313782,0.845252456642045,-0.208418093221093,0.215755550273631,-0.0511923992807706,0.763490131670474,0.100751523496596,0.552962943738624,0.041712746136832,0.806358325167693,-0.0790906568660819,0.641711221776029,0.148659236383999,0.379880740995593,-0.277350692294553,0.0965249351442088,-0.319319911967964,0.0540477381670295,-0.0114603575292752,0.946326869560921,0.0991739128463138,0.559227724415345,0.164608637239499,0.330269360890661,0.19278366916086,0.252967134692603,-0.0854127923087646,0.615221768725728,-0.160240243539073,0.343439984106774,-0.237391442799956,0.15714155700414,0.775672698698485,1.71374548888514e-08
"ENSMUSG00000105572",NA,NA,NA,"ENSMUSG00000105572","black",0.097570153310789,0.565629912697615,0.00737717088286979,0.965435342028921,0.101626495265054,0.549502632766909,0.155586377681863,0.357818879443422,0.0786071945628046,0.643755521620774,-0.0619824106645937,0.715533502788008,0.188977894158789,0.262635439048285,-0.265797142324766,0.111825635272589,-0.268156720283377,0.108560986668931,-0.128283230868561,0.449248439322344,-0.0970921209225554,0.567544703543948,0.0347726620258675,0.838106727030689,0.169926497574816,0.314664504363247,0.0826859152568128,0.626591052065795,-0.104643178820723,0.537651265676648,-0.110167067372597,0.516273579620773,0.655607216099237,1.06151844012296e-05
"ENSMUSG00000108465",NA,NA,NA,"ENSMUSG00000108465","black",-0.118338907423162,0.485440903051344,-0.16202513990981,0.338020292301207,-0.0937374690260464,0.581064756013641,-0.0438712402767305,0.796543403855969,0.291218237471536,0.0803361196364416,-0.098233691491762,0.562976995892117,-0.150352020838889,0.374417057136591,0.0949537915841324,0.576146049187072,-0.209140021747135,0.214133724097925,-0.0831402264944727,0.624690877836437,0.311325969664996,0.0607048503035453,0.111579483435791,0.510875996621443,0.0428873597253753,0.801013502182011,0.00610557356715627,0.971390528602889,-0.150047601651235,0.375396166738016,-0.148682497007286,0.379805348185264,0.660209008621928,8.75134801756869e-06
"ENSMUSG00000097145","414108","9230114K14Rik","RIKEN cDNA 9230114K14 gene","ENSMUSG00000097145","black",-0.200874295885961,0.233209871501462,-0.153083904205072,0.36569820908495,-0.116395763137173,0.492684922582155,-0.331063049562396,0.0453385312638178,0.395549671172824,0.015384376367673,0.0474570561044741,0.780306798583882,-0.0803895074811203,0.636231968931428,0.0551603326150791,0.745742664525901,0.232736036609041,0.165683021592405,0.375394147295076,0.0220497151677552,0.0391971022107086,0.817834065694088,0.179801511313641,0.286939256530224,-0.00275665426249752,0.987080772341652,-0.0272728882766703,0.87269971810547,0.128679270616543,0.447838066297196,-0.0180038815586912,0.915770392047255,0.57594750820368,0.000191455497182369
